0,Correlation,Error_measure,Precision,tp,DailyValueTraded
SFL,-1.1,-1.1,-1.1,-1.1,14220.2681913
SFN,-1.1,-1.1,-1.1,-1.1,3630.37678122
SFR,0.0101673841813,0.023763362668,0.3983739837398374,49,2689551.76337
SFX,0.0347684772566,0.0294450860787,0.345679012345679,28,66931.2672754
SFY,-0.0352305844704,0.00825794438374,0.0,0,664536.928864
SFZ,-1.1,-1.1,-1.1,-1.1,27474.9611647
SGC,-1.1,-1.1,-1.1,-1.1,17936.3599392
SGF,0.158397068241,0.024484860526,0,0,659600.519741
SGH,-0.000301113950837,0.0170235865801,0,0,2372812.29618
SGM,0.0250680745112,0.0185087162443,0,0,10425852.0878
SGN,0.0094015223326,0.0176199633885,0.3684210526315789,7,681343.522817
SGO,-1.1,-1.1,-1.1,-1.1,5182.28316091
SGP,0.00133005703605,0.0125426042446,0.3333333333333333,2,26372766.0165
SGQ,-1.1,-1.1,-1.1,-1.1,40048.32878
SGR,0.0113209061192,0.0152282830157,0,0,12958614.1353
SGT,0.050670945982,0.0083247942548,0.2222222222222222,2,5207241.47991
SGU,-1.1,-1.1,-1.1,-1.1,1106.86870335
SGZ,-1.1,-1.1,-1.1,-1.1,10612.8758515
SHE,-1.1,-1.1,-1.1,-1.1,41924.3919783
SHH,-1.1,-1.1,-1.1,-1.1,2001.63634351
SHJ,0.134592890893,0.0197344674648,0,0,454551.480534
SHK,-1.1,-1.1,-1.1,-1.1,41846.2670959
SHL,0.0145126967404,0.0111609273941,0,0,14919276.582
SHM,0.202101185564,0.0261063085194,0,0,143912.948907
SHP,-1.1,-1.1,-1.1,-1.1,12440.3732942
SHR,-1.1,-1.1,-1.1,-1.1,2218.90655981
SHU,-1.1,-1.1,-1.1,-1.1,980.624934153
SHV,0.052925117012,0.0228320019346,0.5,1,711947.128936
SIE,-1.1,-1.1,-1.1,-1.1,3294.12999724
SIH,-1.1,-1.1,-1.1,-1.1,45490.8800127
SIO,0.0196998864437,0.0415297729245,0,0,279573.66054
SIP,0.0262686024761,0.0196839238261,0.41379310344827586,12,2440970.30841
SIQ,0.147380150745,0.031798010076,0,0,670025.278933
SIR,0.00800224424905,0.282365705211,0,0,1713970.29187
SIT,-1.1,-1.1,-1.1,-1.1,9122.44853359
SIV,-0.0227567915025,0.0225061903973,0,0,133450.455296
SIX,-1.1,-1.1,-1.1,-1.1,3980.2735073
SKB,0.129938594547,0.020483294984,0,0,94691.6661555
SKC,0.0213815388319,0.0122776654572,0.375,6,1208491.54826
SKF,-1.1,-1.1,-1.1,-1.1,2998.79298133
SKI,0.0118669190906,0.0113836194639,0.3783783783783784,14,5120301.63098
SKS,-1.1,-1.1,-1.1,-1.1,1754.3144595
SKT,0.00166713504728,0.0114582948092,0.42857142857142855,3,1305395.21131
SLA,-0.00712893372846,0.0236991413867,0.32558139534883723,14,63800.7404532
SLC,0.0269904137948,0.0231659712974,0,0,280699.31599
SLE,-1.1,-1.1,-1.1,-1.1,29684.2344484
SLF,0.000730567042797,0.010995601135,0.3333333333333333,2,601057.171717
SLK,0.189499522164,0.0167283156997,0,0,242406.620303
SLM,0.0186301275441,0.0152279850673,0.3333333333333333,2,204030.76854
SLR,-0.0136775216979,0.0410656159248,0.0,0,1894199.97282
SLX,-0.0057919792489,0.0291283803013,0,0,715342.092618
SMA,0.0614863979083,0.0840562807303,0.041666666666666664,1,96422.3609046
SMC,-1.1,-1.1,-1.1,-1.1,19903.4382626
SMD,-1.1,-1.1,-1.1,-1.1,12040.4111716
SMI,-1.1,-1.1,-1.1,-1.1,6321.02687055
SMM,-0.0141015486066,0.0252241269112,0.3333333333333333,2,456855.281636
SMN,0.0396497820785,0.0675202358049,0.25,1,55335.5591465
SMP,-1.1,-1.1,-1.1,-1.1,24369.6391853
SMR,0.0224978515007,0.0417981130859,0,0,113459.03553
SMX,0.0043333311163,0.0185195537914,0.5,7,694502.336378
SNC,-1.1,-1.1,-1.1,-1.1,24054.8308452
SND,-1.1,-1.1,-1.1,-1.1,22549.2780332
SNL,-1.1,-1.1,-1.1,-1.1,6385.75291678
SNR,-1.1,-1.1,-1.1,-1.1,4302.94732725
SNV,-1.1,-1.1,-1.1,-1.1,3277.98884984
SNY,-1.1,-1.1,-1.1,-1.1,15509.1011685
SNZ,-1.1,-1.1,-1.1,-1.1,2353.05564815
SOC,-1.1,-1.1,-1.1,-1.1,21596.5950191
SOF,-1.1,-1.1,-1.1,-1.1,0.0
SOI,-1.1,-1.1,-1.1,-1.1,5926.44052539
SOL,0.0479662975461,0.00854773835594,0.2608695652173913,6,721208.706631
SOM,0.0757363946019,0.0242756349933,0.20833333333333334,15,66593.095997
SOO,-1.1,-1.1,-1.1,-1.1,7277.68006829
SOP,-1.1,-1.1,-1.1,-1.1,12279.0948723
SOR,0.0693687937488,0.0474930131098,0,0,51861.8614997
SPB,-1.1,-1.1,-1.1,-1.1,1170.34574142
SPH,-0.148969638946,0.0211717035267,0.0,0,284379.779888
SPI,-1.1,-1.1,-1.1,-1.1,21083.9235801
SPK,0.0641484367557,0.0137754836638,0,0,5532461.85256
SPL,-0.0172469939833,0.0254473728311,0.41935483870967744,13,302793.694222
SPO,-0.0443539190482,0.0339571072594,0,0,8790262.80196
SPQ,-1.1,-1.1,-1.1,-1.1,1661.86258574
SPX,-1.1,-1.1,-1.1,-1.1,34590.2480468
SPY,-0.0678359062084,0.00770553376074,0,0,111707.88206
SPZ,-1.1,-1.1,-1.1,-1.1,34960.0229754
SRF,0.0444426473125,0.026747612873,0,0,649331.064716
SRH,-1.1,-1.1,-1.1,-1.1,18951.0879466
SRI,0.0854315536456,0.0620053192755,0,0,71869.2255737
SRK,-0.0143450477438,0.0478626946961,0,0,219687.28449
SRQ,-0.1082682856,0.0839069158128,0,0,159993.49163
SRR,-1.1,-1.1,-1.1,-1.1,32071.1062069
SRS,-0.0199852643582,0.0393888580081,0.3333333333333333,1,1745388.31173
SRT,-0.0535847853978,0.115797722681,0,0,75201.898037
SRV,-0.00187349494585,0.0138609732535,0.75,3,241584.990337
SRX,0.0492799534468,0.01760207491,0.45161290322580644,14,2446981.26342
SRY,-1.1,-1.1,-1.1,-1.1,2476.06748582
SRZ,-1.1,-1.1,-1.1,-1.1,23908.7088405
SSI,-1.1,-1.1,-1.1,-1.1,12356.8525896
SSL,-1.1,-1.1,-1.1,-1.1,4089.77688692
SSM,-5.96501959481e-05,0.0343580411876,0,0,212284.959735
SSN,0.0604515712971,0.0457002125026,0.16666666666666666,2,233781.763929
SSO,-0.0331988187653,0.00685349353771,1.0,1,66374.2724882
SST,-1.1,-1.1,-1.1,-1.1,4697.08924523
STA,-1.1,-1.1,-1.1,-1.1,33673.5052112
STI,-1.1,-1.1,-1.1,-1.1,26160.1251422
STL,-0.000134371073045,0.0562377884287,0,0,51647.2100326
STO,-0.0267242564937,0.0141927536452,0.2857142857142857,4,41445856.8835
STS,-1.1,-1.1,-1.1,-1.1,33409.8563881
STW,-0.0383076511934,0.00853437030357,0.0,0,8738665.08562
STX,0.050642843067,0.0336187297191,1.0,1,136773.462583
SUD,0.00355091809997,0.0483906248434,0,0,55977.6626071
SUH,0.148387009752,0.0667015338281,0,0,6344446.32862
SUL,-0.0028142786067,0.0147288722703,0.34782608695652173,8,2886805.82081
SUM,-1.1,-1.1,-1.1,-1.1,43365.0196743
SUN,0.0355229946379,0.0126004399162,0.3157894736842105,6,31832053.3251
SUR,0.0135037700321,0.0420238427808,0,0,61314.193961
SVA,-1.1,-1.1,-1.1,-1.1,22454.5273465
SVL,-1.1,-1.1,-1.1,-1.1,49118.3398494
SVM,-1.1,-1.1,-1.1,-1.1,14960.5805097
SVS,-1.1,-1.1,-1.1,-1.1,906.869505115
SVW,-0.000992834992339,0.020703798133,1.0,1,2878871.51921
SVY,-1.1,-1.1,-1.1,-1.1,10629.3055102
SWA,-1.1,-1.1,-1.1,-1.1,15602.3797788
SWE,-1.1,-1.1,-1.1,-1.1,49915.7735269
SWJ,-1.1,-1.1,-1.1,-1.1,24068.0316257
SWK,-0.0519627874975,0.0228448928365,0.125,2,167189.312063
SWL,0.110333518028,0.0229808109147,0.5625,9,114598.088754
SWM,0.067536233681,0.024110847193,0,0,3344194.91133
SWR,-1.1,-1.1,-1.1,-1.1,5896.37424725
SXA,-1.1,-1.1,-1.1,-1.1,15935.619702
SXE,0.0643475308179,0.0238763657158,0.4,2,79987.204425
SXI,-0.0168322303259,0.0647862170142,0,0,57704.8536563
SXL,0.00733594795613,0.0203059260203,0.4074074074074074,11,1627803.69216
SXS,-1.1,-1.1,-1.1,-1.1,26219.7460326
SXT,-1.1,-1.1,-1.1,-1.1,18219.9418697
SXX,-1.1,-1.1,-1.1,-1.1,3688.21036107
SXY,-0.043651670641,0.02856729742,0.0,0,1032255.9951
SYA,-1.1,-1.1,-1.1,-1.1,20929.6246754
SYD,0.00671228380665,0.0127599810943,0.42857142857142855,9,15104301.7029
SYI,0.00538178992812,0.00596498316934,0,0,293554.538344
SYP,-1.1,-1.1,-1.1,-1.1,13750.9600644
SYR,-0.0404275967704,0.0616976872184,0.3905996758508914,241,1084965.8963
SYS,-1.1,-1.1,-1.1,-1.1,18918.8265123
SZG,-1.1,-1.1,-1.1,-1.1,7429.80428145
TAG,-1.1,-1.1,-1.1,-1.1,2517.67517114
TAH,0.0182750740898,0.0113020725035,0.5,3,9401184.02282
TAM,0.0155876670947,0.0484888335701,0.26666666666666666,4,221913.470942
TAN,0.05690011496,0.0228735217871,0.3170731707317073,13,54229.7789344
TAP,-0.0195306296459,0.0214925316557,0,0,604607.909287
TAR,-1.1,-1.1,-1.1,-1.1,3253.7405725
TAS,-1.1,-1.1,-1.1,-1.1,43080.8480625
TAU,-1.1,-1.1,-1.1,-1.1,1672.84547968
TAW,-1.1,-1.1,-1.1,-1.1,24504.5926796
TBR,-1.1,-1.1,-1.1,-1.1,30748.357755
TCH,-0.258767555444,0.0240444357207,0,0,492075.703704
TCL,-0.0106513627048,0.00857824061509,0.41379310344827586,24,22891034.9223
TCM,-1.1,-1.1,-1.1,-1.1,19387.9681676
TCN,-1.1,-1.1,-1.1,-1.1,6781.40763036
TCO,-1.1,-1.1,-1.1,-1.1,111.045230854
TDO,-1.1,-1.1,-1.1,-1.1,31515.3933013
TDX,-1.1,-1.1,-1.1,-1.1,16296.3022494
TEG,-1.1,-1.1,-1.1,-1.1,18346.0399589
TEN,0.00122443542701,0.0241410729988,0,0,4646746.61408
TEO,-1.1,-1.1,-1.1,-1.1,1118.96426207
TER,-0.0929423323626,0.04801684829,0,0,355483.756037
TES,-0.00532001397123,0.0311515274709,0,0,25216312.4562
TEX,-1.1,-1.1,-1.1,-1.1,28648.0893024
TFC,-0.0772103600771,0.0298499241385,0,0,423425.673097
TFL,-1.1,-1.1,-1.1,-1.1,35768.9795411
TGA,0.0046899729903,0.0155954195687,0.3225806451612903,20,392865.222223
TGG,0.483873229448,0.0407812988256,0.7142857142857143,45,119021.292231
TGN,-1.1,-1.1,-1.1,-1.1,1247.93148801
TGP,0.0858388051913,0.0182544548472,0.5,5,87676.1840393
TGR,0.0249206642039,0.0175746444289,0,0,823056.877302
TGS,0.0738811809788,0.0315054102966,0.5,3,490524.880205
TGZ,0.00210183891425,0.0366940398814,0,0,356414.426391
THO,-1.1,-1.1,-1.1,-1.1,7863.1896768
THR,-1.1,-1.1,-1.1,-1.1,38383.6834268
THX,-0.0161753847305,0.0515286219721,0,0,156708.517979
TIG,-1.1,-1.1,-1.1,-1.1,12158.3682306
TIS,0.0260115955809,0.0441792806588,0,0,62527.6006373
TIX,0.188361784801,0.0102192942584,0.4,6,510191.394373
TKG,-1.1,-1.1,-1.1,-1.1,21863.3776693
TKL,-1.1,-1.1,-1.1,-1.1,5955.80579569
TLG,-0.0260654557864,0.058108038898,0,0,68813.6280073
TLM,0.00297143479113,0.048111379986,0.3076923076923077,20,113344.445867
TLS,0.0250576770811,0.00869905772852,0.125,1,103869990.423
TME,-0.0799209627437,0.0115801478089,0,0,3257852.32483
TMK,-1.1,-1.1,-1.1,-1.1,7287.34526973
TML,-1.1,-1.1,-1.1,-1.1,122.882758621
TMM,-1.1,-1.1,-1.1,-1.1,939.580038706
TMP,-1.1,-1.1,-1.1,-1.1,38615.7792863
TMX,-1.1,-1.1,-1.1,-1.1,8079.27066492
TMZ,-1.1,-1.1,-1.1,-1.1,1654.11561265
TND,-1.1,-1.1,-1.1,-1.1,16139.9918242
TNE,0.162668587385,0.0156974365958,0.5588235294117647,19,680559.041463
TNG,0.060263800304,0.0405787253664,0.26666666666666666,4,122104.591632
TNK,-0.101742983097,0.0222324148057,0,0,64997.3901135
TNP,-1.1,-1.1,-1.1,-1.1,19162.4698076
TNR,-1.1,-1.1,-1.1,-1.1,37324.3418468
TOE,0.0400102300771,0.0296860334451,0,0,168210.87514
TOF,0.24867464636,0.00613527111049,0,0,214737.805962
TOL,-0.0479084438061,0.0162096051572,0,0,17522861.0394
TOM,-1.1,-1.1,-1.1,-1.1,3813.62789632
TON,-0.0288149710868,0.0768260022834,0,0,468147.173628
TOP,-1.1,-1.1,-1.1,-1.1,28355.7095499
TOT,0.0582213859538,0.0179352766517,0,0,62180.6661327
TOU,-1.1,-1.1,-1.1,-1.1,15146.3682932
TOX,0.0461278998338,0.0143589187065,1.0,1,413773.404976
TPC,-1.1,-1.1,-1.1,-1.1,3097.74628049
TPD,-1.1,-1.1,-1.1,-1.1,4728.07163279
TPE,0.00912973526513,0.024183623718,0,0,124933.845679
TPI,-0.00750110516925,0.0213043675897,0.5,1,3792030.38052
TPM,-0.0213967552177,0.0176793435388,0.37142857142857144,26,3862024.52613
TPO,-1.1,-1.1,-1.1,-1.1,645.746073298
TPP,0.0103554684573,0.0634976915733,0,0,62301.8413879
TPR,-1.1,-1.1,-1.1,-1.1,8472.85996877
TPS,-1.1,-1.1,-1.1,-1.1,21280.8268408
TPT,0.0140485239308,0.050878980498,0.43636363636363634,24,66784.1794902
TRL,-1.1,-1.1,-1.1,-1.1,15272.6670989
TRM,-1.1,-1.1,-1.1,-1.1,4246.34380018
TRS,0.0069954019023,0.0145807458811,0.0,0,1025356.78468
TRY,0.00121304355508,0.0289183057861,0.0,0,654255.644199
TSM,-0.048171582956,0.0341955079,0,0,75912.1235232
TSN,-1.1,-1.1,-1.1,-1.1,24479.3001797
TSV,-1.1,-1.1,-1.1,-1.1,49131.0017183
TTA,-1.1,-1.1,-1.1,-1.1,1909.42574233
TTC,-1.1,-1.1,-1.1,-1.1,25198.5667785
TTE,0.0644960964385,0.065918979498,0.2631578947368421,80,73783.2147578
TTI,-1.1,-1.1,-1.1,-1.1,21717.1630752
TTN,0.0425364239826,0.0466146428596,0,0,152044.259636
TTS,0.0597141603858,0.0100287066661,0.3076923076923077,8,9305857.16146
TTW,-1.1,-1.1,-1.1,-1.1,12271.2146574
TUP,-0.00501001890636,0.0766697821613,0,0,55246.0757807
TWD,-1.1,-1.1,-1.1,-1.1,29172.0924036
TWE,-0.0680041154197,0.0205531817745,0,0,16437306.5298
TWH,-1.1,-1.1,-1.1,-1.1,10216.4104506
TWR,0.0465462241012,0.0201491671431,0.34615384615384615,9,153888.05599
TWT,-1.1,-1.1,-1.1,-1.1,1740.78172324
TYK,-1.1,-1.1,-1.1,-1.1,22142.5657273
TYO,-1.1,-1.1,-1.1,-1.1,760.903785489
TYX,0.00269707355317,0.056869701652,0.0,0,57590.2205907
TZL,0.00705969399111,0.0555707638444,0,0,90494.4329248
TZN,-0.00679248431694,0.056547432085,0,0,184036.011418
UBA,-0.00687197158147,0.0124830625576,0,0,51087.6548673
UBE,-1.1,-1.1,-1.1,-1.1,43770.0537634
UBI,0.0130559502915,0.0292632814251,0.16666666666666666,2,74680.1166523
UBJ,-1.1,-1.1,-1.1,-1.1,20861.7483589
UBN,-0.0482847881259,0.0519401079784,0,0,153227.109034
UBP,-1.1,-1.1,-1.1,-1.1,23862.628866
UBU,-1.1,-1.1,-1.1,-1.1,27933.683871
UBW,0.0861176022187,0.00583979813674,0,0,110437.389722
UCM,-1.1,-1.1,-1.1,-1.1,4157.05042853
UCW,-1.1,-1.1,-1.1,-1.1,10044.1902682
UEQ,-0.0407664568925,0.0464384441861,0,0,50942.1892477
UGL,-0.0624594523157,0.0173174919194,0.4,2,6231620.76386
UIL,-1.1,-1.1,-1.1,-1.1,3121.73692053
UML,-0.00433965345538,0.033691234296,0.2,2,388584.489875
UND,-1.1,-1.1,-1.1,-1.1,63.8819875776
UNS,0.0449574754247,0.0415500760552,0.125,1,358229.779209
UNV,0.0673947751504,0.0429735138718,0,0,93433.5593796
UOS,-1.1,-1.1,-1.1,-1.1,10016.0428872
UPG,0.0131776336208,0.0200450798642,0.17647058823529413,3,143296.496105
URF,0.209446938752,0.0094899684639,1.0,1,104841.035283
URI,-1.1,-1.1,-1.1,-1.1,9010.58297872
USA,-1.1,-1.1,-1.1,-1.1,48580.7204525
USD,0.0739277012659,0.00473524103821,0,0,1996225.36672
USG,-1.1,-1.1,-1.1,-1.1,4260.36560069
USH,-1.1,-1.1,-1.1,-1.1,115.372676251
USR,-1.1,-1.1,-1.1,-1.1,3678.86640316
UUL,-1.1,-1.1,-1.1,-1.1,5282.81407709
UXA,-1.1,-1.1,-1.1,-1.1,31293.0020545
UXC,0.020927038727,0.0204038813717,0.4782608695652174,11,349466.526955
VAF,0.141409848029,0.00244648634081,0,0,611154.431418
VAH,0.00748776884137,0.0208720673306,0.47619047619047616,10,2694040.14015
VAN,0.0634349211616,0.0549482731438,1.0,1,81319.7975715
VAP,-0.0637044529493,0.00626358987962,0,0,565898.61875
VAR,-1.1,-1.1,-1.1,-1.1,11371.0542148
VAS,0.00102598177825,0.00620171483981,0,0,1906178.39701
VCX,0.171435767327,0.00925748031813,0,0,18836955.4712
VEC,-1.1,-1.1,-1.1,-1.1,18505.4997807
VED,0.0169410004567,0.00977475683863,0.6666666666666666,4,9105968.8567
VEI,-0.0271909451563,0.0642926219808,0,0,203268.6261
VET,0.0531930150274,0.0699818070046,0.3548387096774194,11,1280628.86304
VEU,-0.00108696446094,0.0065720100492,0,0,521647.906058
VGB,0.0133639327616,0.00222721748146,0,0,171310.462549
VGE,0.0781532508246,0.0094958561311,0,0,134832.982105
VGI,-1.1,-1.1,-1.1,-1.1,11584.2474674
VGL,-1.1,-1.1,-1.1,-1.1,11691.1510264
VGP,-1.1,-1.1,-1.1,-1.1,2496.11008864
VGR,-1.1,-1.1,-1.1,-1.1,22232.6793509
VGS,0.0232013966872,0.0072165169022,0,0,847334.861063
VHY,-0.0119851193644,0.00578093445033,0,0,908195.341922
VIA,-1.1,-1.1,-1.1,-1.1,1878.00915123
VIC,-1.1,-1.1,-1.1,-1.1,22362.6067181
VIE,-1.1,-1.1,-1.1,-1.1,9065.41882776
VIG,-1.1,-1.1,-1.1,-1.1,1039.95375796
VII,-1.1,-1.1,-1.1,-1.1,6650.14965441
VIP,-1.1,-1.1,-1.1,-1.1,1277.05407797
VIT,-0.0335709138383,0.0366930769356,0,0,2140672.83476
VKA,-1.1,-1.1,-1.1,-1.1,10099.3640339
VLA,0.063610089663,0.0377020240293,0.3333333333333333,3,100219.718065
VLC,0.081258482261,0.00615652399749,0,0,129998.349436
VLW,0.051513156249,0.0156924679221,0.2716049382716049,22,257865.319319
VMC,-1.1,-1.1,-1.1,-1.1,20935.1366385
VMG,-0.03625023668,0.0580996294093,0,0,131316.414938
VML,-1.1,-1.1,-1.1,-1.1,34354.0487548
VMS,0.018358874405,0.037298472763,0.36585365853658536,15,127715.273509
VMT,-0.00839907024244,0.0627233086709,0,0,104060.912911
VMX,-1.1,-1.1,-1.1,-1.1,15368.417003
VMY,-1.1,-1.1,-1.1,-1.1,21718.9948683
VOC,0.0516801947271,0.0223737059814,0.4336734693877551,85,1777162.96034
VPC,-0.0278057950225,0.0508687464213,0,0,64617.3385104
VRL,0.0042467021121,0.0149646883008,0.42857142857142855,12,551655.970788
VRT,0.013545194798,0.0205901080848,0,0,2056698.69937
VRX,0.0919353937799,0.0659777495186,0,0,166006.231253
VSC,-1.1,-1.1,-1.1,-1.1,27773.480686
VSO,-0.0461688838922,0.00676413218158,0,0,129017.415459
VTG,0.0087068317746,0.0274177548818,0.35,14,150144.353721
VTM,-1.1,-1.1,-1.1,-1.1,6511.55725029
VTS,0.0720695725473,0.00669961284944,0,0,702818.669479
VTX,-1.1,-1.1,-1.1,-1.1,26099.8593016
VXL,0.00938941812208,0.0375641699942,0,0,96846.8064978
VXR,-1.1,-1.1,-1.1,-1.1,33346.061398
WAA,-1.1,-1.1,-1.1,-1.1,21551.1589661
WAC,-1.1,-1.1,-1.1,-1.1,5799.87447563
WAF,-1.1,-1.1,-1.1,-1.1,42376.4915951
WAL,-1.1,-1.1,-1.1,-1.1,21786.2400055
WAM,0.254058887505,0.0183003870294,0.46846846846846846,156,223302.109068
WAT,-1.1,-1.1,-1.1,-1.1,4714.52535665
WAX,0.0568728413638,0.0101148252048,0,0,70876.741784
WBA,0.0442256888789,0.0204084654753,0.19540229885057472,17,77065.5106395
WBC,0.0139847075464,0.0116710274426,0.36363636363636365,4,128002728.818
WCB,0.0351086863094,0.0178805873213,0.4,16,146393.611092
WCC,-0.112431097698,0.0502079859241,0,0,50172.4705543
WCN,-1.1,-1.1,-1.1,-1.1,17157.2129862
WCP,-1.1,-1.1,-1.1,-1.1,26301.1643904
WDE,-1.1,-1.1,-1.1,-1.1,29129.5221675
WDR,0.0667678406556,0.0353590441484,0.44,22,234172.137192
WDS,-0.0168962971918,0.0293256484907,0.35714285714285715,5,173408.238727
WEB,-0.0485972329087,0.0208631403869,0,0,439861.66999
WEC,0.0167082934647,0.0417532143507,0,0,655823.651839
WEL,-1.1,-1.1,-1.1,-1.1,8334.98395062
WES,-0.0190349406494,0.00993778384647,0.48148148148148145,13,67884352.7194
WFD,0.00385670567616,0.011126486619,0.3333333333333333,1,64896918.0918
WFE,-1.1,-1.1,-1.1,-1.1,14408.5528801
WGO,-1.1,-1.1,-1.1,-1.1,19864.8078947
WHC,0.00454095120906,0.0229289819988,0.2857142857142857,4,6707109.12692
WHE,-0.0200942792182,0.0496013434785,0.42105263157894735,24,145999.298476
WHF,0.467643586749,0.0308891453252,0.6630434782608695,61,80397.0337296
WHN,0.00529121912669,0.0440786355035,0.21311475409836064,13,192683.026884
WIC,0.310161177903,0.0447436954752,0.3120879120879121,142,69131.7132205
WIG,-1.1,-1.1,-1.1,-1.1,37054.3491518
WIN,-1.1,-1.1,-1.1,-1.1,44934.1081617
WKT,-1.1,-1.1,-1.1,-1.1,42833.505295
WLC,-0.092387777365,0.0373781849155,0,0,111167.895074
WLF,-1.1,-1.1,-1.1,-1.1,31201.5462158
WLL,-1.1,-1.1,-1.1,-1.1,37656.2471662
WMK,0.173315241135,0.00971234196567,0,0,104334.796481
WMN,-1.1,-1.1,-1.1,-1.1,43829.1772984
WNH,-1.1,-1.1,-1.1,-1.1,5373.70799104
WNS,-1.1,-1.1,-1.1,-1.1,51.6568979818
WOF,-1.1,-1.1,-1.1,-1.1,6354.10317335
WOR,0.0290952169757,0.01917749157,0.5882352941176471,10,18357227.2957
WOW,0.0511487720124,0.00799435022847,0.5,12,70006099.4677
WPG,0.0829212803682,0.0444133796882,0,0,104311.911664
WPI,-1.1,-1.1,-1.1,-1.1,11710.9845087
WPL,0.0587256564289,0.0127001502722,0.5,1,75642312.006
WRG,-1.1,-1.1,-1.1,-1.1,11426.2049413
WRM,-1.1,-1.1,-1.1,-1.1,11603.5551662
WRR,-1.1,-1.1,-1.1,-1.1,11770.7976223
WSA,-0.00758818610429,0.0250867918404,1.0,2,3892027.7946
WSF,-1.1,-1.1,-1.1,-1.1,0.0
WSG,-1.1,-1.1,-1.1,-1.1,562.55581974
WSR,-1.1,-1.1,-1.1,-1.1,26272.5512748
WTP,0.0460087578063,0.0242584856431,0,0,179270.048394
WTR,-1.1,-1.1,-1.1,-1.1,29809.2348002
WVL,,0.00794757722915,0.0,0,102555.246939
WWI,-1.1,-1.1,-1.1,-1.1,14320.3455866
XAM,0.055962928869,0.0640203601257,0.14285714285714285,1,59516.815495
XIP,0.374899920787,0.013849935874,0,0,479086.848889
XPD,0.0119069113117,0.0546804230728,0.2916666666666667,7,61163.7095588
XRF,-1.1,-1.1,-1.1,-1.1,18612.980487
XRO,0.10106135693,0.0260662473983,1.0,1,821577.654655
XST,-1.1,-1.1,-1.1,-1.1,18180.1420054
XTD,-1.1,-1.1,-1.1,-1.1,37199.2590473
XTE,-1.1,-1.1,-1.1,-1.1,4603.56693272
XTV,-1.1,-1.1,-1.1,-1.1,41890.3463155
XXL,-1.1,-1.1,-1.1,-1.1,1453.16152745
YAL,-0.0586319295133,0.0634589498317,0,0,63317.1655973
YBR,-1.1,-1.1,-1.1,-1.1,42805.5906992
YHL,-1.1,-1.1,-1.1,-1.1,724.630214205
YNB,-1.1,-1.1,-1.1,-1.1,13922.9130347
YOW,0.171407495159,0.0272664257296,0,0,142858.14219
YPB,-1.1,-1.1,-1.1,-1.1,40809.9179395
YRR,-1.1,-1.1,-1.1,-1.1,36713.7737732
ZAM,-1.1,-1.1,-1.1,-1.1,3128.31995579
ZER,-1.1,-1.1,-1.1,-1.1,5564.3076526
ZEU,-1.1,-1.1,-1.1,-1.1,2969.81685215
ZGL,-1.1,-1.1,-1.1,-1.1,43540.0925028
ZGM,-1.1,-1.1,-1.1,-1.1,11161.0237793
ZIM,0.0895974200792,0.0252131119423,0.5,2,79229.4847387
ZIP,-0.0298865060332,0.0601694147864,0.004479283314669653,4,62927.0968073
ZMG,-1.1,-1.1,-1.1,-1.1,3381.33758889
ZML,-1.1,-1.1,-1.1,-1.1,20166.7559708
ZNC,-1.1,-1.1,-1.1,-1.1,16274.7832285
ZNZ,0.17193901888,0.0188937187196,0,0,526095.112853
ZRL,-0.014577152083,0.197746198071,0,0,50518.2562487
ZTA,-1.1,-1.1,-1.1,-1.1,1457.10166556
ZYL,0.0555154977873,0.0718390246486,0.3,9,92346.066035
